 Note: The transition dipole moments reported below only correspond to spatial part, the spin part is not taken into account!

 Transition magnetic dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)
     0    99     0.6386647    -1.0336929     0.0000000    11.72860
     0   100    -0.0404132    -0.0256060     0.0000000    11.74840
     0   101    -0.3391276     0.5488690    -0.0000000    11.75310
     0   102    -0.0000000     0.0000000     0.0002117    11.75580
     0   103     0.0000000    -0.0000000    -0.0001734    11.77140
     0   104     0.0000000     0.0000000     0.8048602    11.81500
     0   105    -0.1285086     0.2079822    -0.0000000    11.85590
     0   106    -0.0008884    -0.0005448    -0.0000000    11.95810
     0   107     0.0018548     0.0011356     0.0000000    12.03960
     0   108     0.0000000     0.0000000    -1.1900959    12.06700
     0   109    -0.0000000     0.0000000     0.0016177    12.06730
     0   110    -0.2917087    -0.1802205     0.0000000    12.08020
     0   111     0.7683095     0.4747272    -0.0000000    12.09010
     0   112    -0.7840721    -0.4844383    -0.0000000    12.13780
     0   113     0.0000000    -0.0000000    -0.0004508    12.17300
     0   114    -0.0000000    -0.0000000    -0.6892675    12.18560
     0   115     0.0004169     0.0002588     0.0000000    12.22680
     0   116     0.0000000     0.0000000     0.0000386    12.29320
     0   117     0.0001178    -0.0001894    -0.0000000    12.30150
     0   118    -0.2462307     0.3983110    -0.0000000    12.31810
     0   119    -0.0013642     0.0022060    -0.0000000    12.32370
     0   120     0.0000000    -0.0000000    -0.0000229    12.33030
     0   121    -0.0001695     0.0002740     0.0000000    12.37660
     0   122     0.0000000     0.0000000    -0.0000000    12.47140
     0   123     0.1473545    -0.2381972     0.0000000    12.49170
     0   124    -0.0000000    -0.0000000    -0.0007398    12.53130
     0   125    -0.0000000     0.0000000    -0.0000005    12.53140
     0   126    -0.0000000     0.0000000    -0.0000270    12.64120
     0   127     0.0000000    -0.0000000     0.0000111    12.64250
     0   128    -0.0000000     0.0000000     0.0013202    12.72440
     0   129    -0.0636329    -0.0392897     0.0000000    12.75710
     0   130     0.1126807     0.0696219     0.0000000    12.76810
     0   131    -0.0000000     0.0000000    -0.0000012    12.81740
     0   132    -0.3270824     0.5294717     0.0000000    12.83930
     0   133    -0.0000000     0.0000000     0.0000822    12.84480
     0   134     0.0000000     0.0000000     0.0000075    13.00910
     0   135     0.0000000    -0.0000000    -0.0029431    13.02620
     0   136    -0.0000000    -0.0000000    -0.0278304    13.04210
     0   137     0.0001282    -0.0002078     0.0000000    13.08780
     0   138     0.5993933     0.3703385    -0.0000000    13.11600
     0   139    -0.0000000     0.0000000     0.0000006    13.11830
     0   140    -0.9025177    -0.5577288     0.0000000    13.31180
     0   141    -0.0000000    -0.0000000    -0.0000011    13.31560
     0   142     0.0000000    -0.0000000    -0.0003771    13.33720
     0   143     0.0008732     0.0005412    -0.0000000    13.33950
     0   144     0.0000000    -0.0000000    -0.5832846    13.35240
     0   145     0.0000000    -0.0000000    -0.0000001    13.36800
     0   146    -0.0019690     0.0028861    -0.0000000    13.36960
     0   147     0.0000967    -0.0001678    -0.0000000    13.42570
     0   148    -0.0000000     0.0000000    -0.0016318    13.43460
     0   149     0.1097108     0.0677538    -0.0000000    13.47820
     0   150     0.0000000    -0.0000000    -0.0005139    13.49200
     0   151    -0.0000000     0.0000000     0.0019227    13.50180
     0   152    -0.0000000     0.0000000    -0.0000560    13.53390
     0   153     0.0000510    -0.0000828    -0.0000000    13.57630
     0   154     0.0000000     0.0000000    -0.0000037    13.60880
     0   155    -0.0875864     0.1416352    -0.0000000    13.60920
     0   156     0.0000000    -0.0000000    -0.0163029    13.64680
     0   157     0.0000000    -0.0000000    -0.0005295    13.69070
     0   158    -0.0000000    -0.0000000     2.7320456    13.69650
     0   159     0.1907487    -0.3086687     0.0000000    13.71530
     0   160     0.0000000    -0.0000000    -0.0000277    13.75180
     0   161     0.0000000    -0.0000000     0.0001665    13.76970
     0   162    -0.0000000    -0.0000000    -0.1789013    13.79500
     0   163    -0.0000000    -0.0000000     0.0003329    13.81580
     0   164     0.1462638     0.0903828     0.0000000    13.84390
     0   165     0.0014587     0.0009016     0.0000000    13.87310
     0   166    -0.0000000     0.0000000     0.0000710    13.88330
     0   167     0.0000000    -0.0000000     0.0026328    13.88450
     0   168    -0.0002280     0.0003680    -0.0000000    13.89250
     0   169    -0.0000000    -0.0000000    -0.0000176    13.93750
     0   170    -0.0000000    -0.0000000    -0.0011802    13.95890
     0   171    -0.0000000    -0.0000000    -0.1617483    13.97160
     0   172     0.0000000    -0.0000000     0.0196202    13.97180
     0   173     0.0000000    -0.0000000    -0.0000168    13.98510
     0   174     0.4200774     0.2596095     0.0000000    14.02440
     0   175    -0.0000000    -0.0000000     0.0000293    14.10860
     0   176    -0.0000000     0.0000000    -0.0010243    14.13190
     0   177     0.0908803    -0.1470896    -0.0000000    14.14750
     0   178     0.0000000    -0.0000000    -0.0000007    14.22090
     0   179    -0.1161500    -0.0717774    -0.0000000    14.27790
     0   180     0.0000499    -0.0000805     0.0000000    14.31690
     0   181    -0.0000000     0.0000000     0.3119015    14.32450
     0   182     0.0005752     0.0003573    -0.0000000    14.33490
     0   183     0.0000000    -0.0000000    -0.0000285    14.37520
     0   184    -0.0000000    -0.0000000    -0.0000125    14.41740
     0   185    -0.1593711    -0.0984315     0.0000000    14.42720
     0   186    -0.0000000     0.0000000     0.0000366    14.47700
     0   187    -0.0013823     0.0022333     0.0000000    14.48520
     0   188     0.0792017    -0.1280072     0.0000000    14.50240
     0   189    -0.0000000     0.0000000    -0.9945717    14.50520
     0   190     0.4373001     0.2702421    -0.0000000    14.55850
     0   191     0.0000000     0.0000000     0.0000070    14.57370
     0   192     0.0021127     0.0013072    -0.0000000    14.61220
     0   193     0.0000000    -0.0000000     0.0000083    14.64060
     0   194     0.0000000    -0.0000000     0.4320995    14.65730
     0   195    -0.0010859    -0.0006729    -0.0000000    14.65960
     0   196     0.0000000    -0.0000000    -0.0000472    14.66750
     0   197    -0.0000000     0.0000000    -0.0000812    14.67690
     0   198    -0.0001109     0.0001789    -0.0000000    14.68160
     0   199    -0.0007226    -0.0004491     0.0000000    14.69230
     0   200     0.0000000    -0.0000000     0.0000009    14.73120
 
 Transition magnetic dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)
     1     1    -0.0000000     0.0000000     0.0000030     0.00000
     1     2    -0.0000000     0.0000000     1.4618522     0.62250
     1     3     0.0552460     0.0341386    -0.0000000     1.46650
     1     4    -0.0000000     0.0000000     0.0000012     1.65780
     1     5     0.0000404    -0.0000648     0.0000000     2.23950
     1     6     0.0000000     0.0000000     0.0000069     2.38310
     1     7     0.1072093    -0.1735323    -0.0000000     2.51370
     1     8     0.0474751     0.0293280    -0.0000000     2.63830
     1     9    -0.0000000    -0.0000000    -0.0000422     2.93670
     1    10    -0.1599120     0.2588212    -0.0000000     3.04070
     1    11     0.0000000    -0.0000000     0.0000006     3.33030
     1    12    -0.0000081    -0.0000051     0.0000000     3.42840
     1    13    -0.0000971     0.0001557     0.0000000     3.56580
     1    14    -0.1355429     0.2193778     0.0000000     3.73970
     1    15    -0.0000000     0.0000000     0.9499065     3.75810
     1    16    -0.0000000     0.0000000    -0.0002853     3.76420
     1    17    -0.0303471    -0.0187169     0.0000000     3.80540
     1    18     0.0000000    -0.0000000    -0.2076092     3.83430
     1    19    -0.0742192     0.1201241     0.0000000     4.03220
     1    20    -0.0000000     0.0000000     0.0000001     4.19280
     1    21     0.0000000    -0.0000000     0.0000803     4.22350
     1    22    -0.0000000     0.0000000     0.0000010     4.25710
     1    23     0.0001766    -0.0002852     0.0000000     4.29870
     1    24     0.0000163     0.0000101     0.0000000     4.34690
     1    25     0.0000000    -0.0000000    -0.0000001     4.48220
     1    26    -0.0000000     0.0000000     0.0000005     4.52360
     1    27     0.0000000    -0.0000000    -0.0000674     4.60390
     1    28     0.0287964     0.0178358    -0.0000000     4.62880
     1    29     0.0001908    -0.0003086     0.0000000     4.79870
     1    30     0.0000000     0.0000000    -0.0059352     4.89030
     1    31     0.1223141    -0.1978992    -0.0000000     4.95760
     1    32    -0.2062097    -0.1274375    -0.0000000     4.99310
     1    33    -0.0000000    -0.0000000    -0.0005919     5.03160
     1    34     0.0000000     0.0000000     0.0009869     5.08000
     1    35    -0.0000364    -0.0000226     0.0000000     5.10940
     1    36     0.1437626     0.0888057     0.0000000     5.20680
     1    37    -0.0000000    -0.0000000     0.0000004     5.26080
     1    38    -0.0282544     0.0457217     0.0000000     5.26540
     1    39     0.0000000    -0.0000000    -0.0000018     5.33140
     1    40     0.0000739    -0.0001197    -0.0000000     5.33440
     1    41     0.0001230    -0.0001990    -0.0000000     5.46360
     1    42     0.0000000    -0.0000000     0.0000001     5.49200
     1    43     0.1537304     0.0949607     0.0000000     5.57710
     1    44    -0.0000877     0.0001413    -0.0000000     5.67770
     1    45     0.0000000     0.0000000    -0.0134636     5.68590
     1    46     0.0000000    -0.0000000    -0.0000001     5.71360
     1    47     0.0000000     0.0000000    -0.0000231     5.71380
     1    48     0.0000000     0.0000000    -0.0000001     5.76770
     1    49     0.0000000     0.0000000     0.0000010     5.80260
     1    50     0.1456042     0.0899087     0.0000000     5.86100
     1    51    -0.4953287    -0.3059012    -0.0000000     5.86240
     1    52    -0.0062544    -0.0038616     0.0000000     5.89130
     1    53     0.0000000    -0.0000000    -0.0000013     5.92720
     1    54    -0.1054866     0.1708380     0.0000000     5.93900
     1    55     0.0445547    -0.0723660     0.0000000     6.01060
     1    56     0.0002768     0.0001711    -0.0000000     6.05770
     1    57    -0.0000000     0.0000000     0.0729410     6.06550
     1    58     0.1084355    -0.1756567    -0.0000000     6.14650
     1    59     0.0000000     0.0000000    -0.0000028     6.22990
     1    60     0.2558255    -0.4142033    -0.0000000     6.23110
     1    61    -0.0000000    -0.0000000     0.0000533     6.27260
     1    62    -0.0000000     0.0000000     0.0619648     6.35750
     1    63    -0.0049225     0.0079777     0.0000000     6.44650
     1    64     0.0002792     0.0001731     0.0000000     6.49820
     1    65     0.0000000    -0.0000000    -0.0000006     6.51770
     1    66     0.0000000    -0.0000000     0.0000013     6.55340
     1    67    -0.0000214     0.0000350     0.0000000     6.60050
     1    68     0.0000000    -0.0000000    -0.0000005     6.60350
     1    69    -0.0000000     0.0000000     0.0000004     6.69480
     1    70    -0.0000336    -0.0000211     0.0000000     6.75140
     1    71     0.0000560     0.0000347     0.0000000     6.80210
     1    72     0.0000274    -0.0000437    -0.0000000     6.82740
     1    73     0.0000000    -0.0000000     0.0033664     6.85530
     1    74    -0.0000000    -0.0000000    -0.0181673     6.89090
     1    75    -0.0000830    -0.0000516     0.0000000     6.92820
     1    76     0.0064177    -0.0104187    -0.0000000     6.93400
     1    77    -0.0045780    -0.0027796     0.0000000     6.93510
     1    78    -0.0000000     0.0000000    -0.0000019     7.04250
     1    79     0.0000000     0.0000000    -0.0001403     7.04430
     1    80    -0.0000000     0.0000000     0.0000003     7.10840
     1    81    -0.0000000     0.0000000     0.0000009     7.18970
     1    82     0.0000189     0.0000117     0.0000000     7.25650
     1    83    -0.0000000     0.0000000    -0.0000000     7.30830
     1    84     0.0000000     0.0000000     0.0001950     7.32630
     1    85    -0.0001140     0.0001839     0.0000000     7.32690
     1    86     0.0000000     0.0000000    -0.0055022     7.32770
     1    87    -0.0000109    -0.0000059     0.0000000     7.32800
     1    88    -0.0215401     0.0348621    -0.0000000     7.33800
     1    89    -0.0054435    -0.0033567     0.0000000     7.36690
     1    90    -0.0000000    -0.0000000    -0.0000011     7.45090
     1    91    -0.0000000    -0.0000000     0.0000017     7.50170
     1    92     0.0000253    -0.0000554     0.0000000     7.51040
     1    93    -0.0001491    -0.0000941    -0.0000000     7.51070
     1    94     0.0000000    -0.0000000    -0.0057187     7.57980
     1    95     0.0000000    -0.0000000     0.0000046     7.61700
     1    96     0.0273305     0.0168817    -0.0000000     7.63000
     1    97     0.0000081    -0.0000134    -0.0000000     7.76510
     1    98     0.0000000     0.0000000    -0.0016331     7.79720
     1    99     0.0000000    -0.0000000    -0.0000002     7.80050
     1   100    -0.0000000    -0.0000000     0.0000068     7.82030
     1   101    -0.0000000     0.0000000    -0.0000000     7.82500
     1   102     0.0000098    -0.0000160    -0.0000000     7.82770
     1   103    -0.0000070     0.0000112    -0.0000000     7.84330
     1   104    -0.0003507    -0.0002166    -0.0000000     7.88690
     1   105    -0.0000000     0.0000000     0.0000000     7.92780
     1   106     0.0000000     0.0000000    -0.0147459     8.03000
     1   107     0.0000000     0.0000000    -0.0039470     8.11150
     1   108    -0.0000331    -0.0000205    -0.0000000     8.13890
     1   109     0.0000047    -0.0000070     0.0000000     8.13920
     1   110     0.0000000    -0.0000000    -0.0000331     8.15210
     1   111    -0.0000000    -0.0000000     0.0000426     8.16200
     1   112    -0.0000000    -0.0000000     0.0000069     8.20970
     1   113     0.0164204     0.0101518    -0.0000000     8.24490
     1   114    -0.0000462    -0.0000286     0.0000000     8.25750
     1   115     0.0000000     0.0000000     0.0086037     8.29870
     1   116    -0.0079289    -0.0048990    -0.0000000     8.36510
     1   117    -0.0000000     0.0000000     0.0000050     8.37340
     1   118     0.0000000    -0.0000000     0.0000000     8.39000
     1   119    -0.0000000     0.0000000    -0.0000028     8.39560
     1   120    -0.0136330    -0.0084197    -0.0000000     8.40220
     1   121    -0.0000000     0.0000000    -0.0000032     8.44850
     1   122     0.0019827    -0.0032133    -0.0000000     8.54330
     1   123     0.0000000    -0.0000000     0.0000000     8.56360
     1   124    -0.0222698    -0.0137582     0.0000000     8.60320
     1   125    -0.0000021     0.0000382    -0.0000000     8.60330
     1   126    -0.0000574     0.0000921    -0.0000000     8.71310
     1   127    -0.0012199     0.0019805     0.0000000     8.71440
     1   128    -0.0166830    -0.0103003     0.0000000     8.79630
     1   129    -0.0000000     0.0000000    -0.0000194     8.82900
     1   130     0.0000000     0.0000000    -0.0000328     8.84000
     1   131     0.0202458    -0.0327699    -0.0000000     8.88930
     1   132     0.0000000    -0.0000000     0.0000002     8.91120
     1   133     0.0001184    -0.0001934    -0.0000000     8.91670
     1   134    -0.0765004     0.1238153     0.0000000     9.08100
     1   135     0.1995562     0.1232747     0.0000000     9.09810
     1   136     0.0022013     0.0013583     0.0000000     9.11400
     1   137     0.0000000    -0.0000000     0.0000030     9.15970
     1   138    -0.0000000    -0.0000000     0.0000643     9.18790
     1   139     0.0901475    -0.1459644    -0.0000000     9.19020
     1   140    -0.0000000    -0.0000000    -0.0000268     9.38370
     1   141     0.0209663    -0.0339429     0.0000000     9.38750
     1   142    -0.0307310    -0.0189324     0.0000000     9.40910
     1   143     0.0000000    -0.0000000     0.0151882     9.41140
     1   144    -0.0002035    -0.0001255    -0.0000000     9.42430
     1   145     0.0535185    -0.0867058    -0.0000000     9.43990
     1   146    -0.0000000     0.0000000    -0.0000001     9.44150
     1   147     0.0000000    -0.0000000    -0.0000032     9.49760
     1   148     0.0124895     0.0077374    -0.0000000     9.50650
     1   149    -0.0000000    -0.0000000    -0.0000314     9.55010
     1   150    -0.0193974    -0.0119821     0.0000000     9.56390
     1   151    -0.0679890    -0.0420007    -0.0000000     9.57370
     1   152    -0.0000518     0.0000836     0.0000000     9.60580
     1   153    -0.0000000     0.0000000     0.0000029     9.64820
     1   154     0.0264512    -0.0429384    -0.0000000     9.68070
     1   155     0.0000000    -0.0000000     0.0000000     9.68110
     1   156    -0.3670844    -0.2268108     0.0000000     9.71870
     1   157     0.0000567    -0.0000921     0.0000000     9.76260
     1   158    -0.0020188    -0.0012465    -0.0000000     9.76840
     1   159    -0.0000000     0.0000000    -0.0000000     9.78720
     1   160    -0.0778530     0.1259182     0.0000000     9.82370
     1   161    -0.0002720     0.0004380     0.0000000     9.84160
     1   162     0.0000247     0.0000153     0.0000000     9.86690
     1   163    -0.0004728     0.0007593     0.0000000     9.88770
     1   164     0.0000000     0.0000000    -0.0000414     9.91580
     1   165    -0.0000000     0.0000000     0.0202624     9.94500
     1   166    -0.0001294     0.0002062     0.0000000     9.95520
     1   167     0.0264653     0.0163492    -0.0000000     9.95640
     1   168    -0.0000000     0.0000000    -0.0000015     9.96440
     1   169     0.0383300    -0.0620175    -0.0000000    10.00940
     1   170     0.0252223     0.0156350    -0.0000000    10.03080
     1   171    -0.0034182    -0.0021028    -0.0000000    10.04350
     1   172    -0.0268858    -0.0165985     0.0000000    10.04370
     1   173    -0.0097445     0.0157489    -0.0000000    10.05700
     1   174     0.0000000    -0.0000000    -0.0000110    10.09630
     1   175     0.0000343    -0.0000551    -0.0000000    10.18050
     1   176    -0.0125252    -0.0077292     0.0000000    10.20380
     1   177    -0.0000000     0.0000000    -0.0000000    10.21940
     1   178    -0.0880057     0.1424249    -0.0000000    10.29280
     1   179     0.0000000    -0.0000000     0.0000824    10.34980
     1   180    -0.0000000     0.0000000    -0.0000019    10.38880
     1   181    -0.0000214    -0.0000136    -0.0000000    10.39640
     1   182    -0.0000000     0.0000000     0.0424157    10.40680
     1   183     0.0000251    -0.0000412     0.0000000    10.44710
     1   184    -0.0102853     0.0166353    -0.0000000    10.48930
     1   185     0.0000000     0.0000000     0.0001096    10.49910
     1   186     0.1579964    -0.2557246     0.0000000    10.54890
     1   187     0.0000000    -0.0000000    -0.0000110    10.55710
     1   188     0.0000000    -0.0000000    -0.0000001    10.57430
     1   189    -0.0000526    -0.0000432    -0.0000000    10.57710
     1   190     0.0000000     0.0000000     0.0010691    10.63040
     1   191    -0.0068769     0.0111371     0.0000000    10.64560
     1   192     0.0000000     0.0000000    -0.2097722    10.68410
     1   193    -0.0000900     0.0001463     0.0000000    10.71250
     1   194    -0.0002888    -0.0001327    -0.0000000    10.72920
     1   195    -0.0000000    -0.0000000     0.3056537    10.73150
     1   196    -0.2044635     0.3309218    -0.0000000    10.73940
     1   197    -0.0021323    -0.0013395    -0.0000000    10.74880
     1   198     0.0000000     0.0000000     0.0000036    10.75350
     1   199     0.0000000     0.0000000    -0.4262398    10.76420
     1   200    -0.1023491     0.1656514    -0.0000000    10.80310
     2     2    -0.0000000     0.0000000     0.0000025     0.00000
     2     3    -0.0578508     0.0936328     0.0000000     0.84400
     2     4     0.0000000     0.0000000     0.0000284     1.03530
     2     5     0.0000771     0.0000473    -0.0000000     1.61700
     2     6    -0.0000000     0.0000000     0.0000013     1.76060
     2     7     0.0940163     0.0580834    -0.0000000     1.89120
     2     8    -0.1035880     0.1676547    -0.0000000     2.01580
     2     9    -0.0000000    -0.0000000     0.0000000     2.31420
     2    10    -0.1057241    -0.0653171    -0.0000000     2.41820
     2    11    -0.0000000     0.0000000    -0.0022922     2.70780
     2    12     0.0001880    -0.0003042    -0.0000000     2.80590
     2    13    -0.0000621    -0.0000381     0.0000000     2.94330
     2    14     0.0333864     0.0205781     0.0000000     3.11720
     2    15    -0.0000000     0.0000000    -0.0000393     3.13560
     2    16     0.0000000    -0.0000000    -0.1853028     3.14170
     2    17    -0.1666652     0.2697481     0.0000000     3.18290
     2    18     0.0000000     0.0000000     0.0000197     3.21180
     2    19     0.0050576     0.0031193     0.0000000     3.40970
     2    20     0.0000000     0.0000000    -0.0001895     3.57030
     2    21    -0.0000000     0.0000000     0.0000001     3.60100
     2    22     0.0000000     0.0000000    -0.0001761     3.63460
     2    23     0.0003644     0.0002243     0.0000000     3.67620
     2    24     0.0000303    -0.0000490    -0.0000000     3.72440
     2    25    -0.0000000    -0.0000000     0.0004673     3.85970
     2    26    -0.0000000     0.0000000     1.0003898     3.90110
     2    27     0.0000000     0.0000000     0.0000005     3.98140
     2    28     0.0865696    -0.1402101    -0.0000000     4.00630
     2    29     0.0003509     0.0002167     0.0000000     4.17620
     2    30     0.0000000    -0.0000000    -0.0000013     4.26780
     2    31     0.4211875     0.2602268    -0.0000000     4.33510
     2    32    -0.0906501     0.1468023     0.0000000     4.37060
     2    33     0.0000000    -0.0000000    -0.0000000     4.40910
     2    34    -0.0000000     0.0000000     0.0000000     4.45750
     2    35    -0.0000242     0.0000394     0.0000000     4.48690
     2    36     0.0468360    -0.0757822    -0.0000000     4.58430
     2    37    -0.0000000    -0.0000000     0.0001385     4.63830
     2    38    -0.0353127    -0.0218500     0.0000000     4.64290
     2    39    -0.0000000     0.0000000     0.0171695     4.70890
     2    40    -0.0000418    -0.0000259     0.0000000     4.71190
     2    41     0.0000144     0.0000089     0.0000000     4.84110
     2    42    -0.0000000    -0.0000000     0.0002283     4.86950
     2    43    -0.1268897     0.2054151    -0.0000000     4.95460
     2    44    -0.0002493    -0.0001542     0.0000000     5.05520
     2    45    -0.0000000     0.0000000     0.0000015     5.06340
     2    46     0.0000000     0.0000000     0.0009792     5.09110
     2    47     0.0000000    -0.0000000    -0.0000025     5.09130
     2    48     0.0000000     0.0000000     0.0006831     5.14520
     2    49     0.0000000     0.0000000    -0.0190935     5.18010
     2    50    -0.1327892     0.2150235     0.0000000     5.23850
     2    51     0.4516640    -0.7313070     0.0000000     5.23990
     2    52     0.0058221    -0.0094276     0.0000000     5.26880
     2    53     0.0000000     0.0000000    -0.0088641     5.30470
     2    54    -0.2289935    -0.1413879    -0.0000000     5.31650
     2    55     0.1129916     0.0695785     0.0000000     5.38810
     2    56    -0.0002588     0.0004189    -0.0000000     5.43520
     2    57     0.0000000    -0.0000000     0.0000099     5.44300
     2    58     0.2249249     0.1388368     0.0000000     5.52400
     2    59     0.0000000     0.0000000     0.0253363     5.60740
     2    60     0.4356159     0.2690251     0.0000000     5.60860
     2    61     0.0000000     0.0000000     0.0000000     5.65010
     2    62     0.0000000    -0.0000000     0.0000045     5.73500
     2    63    -0.0101432    -0.0062589    -0.0000000     5.82400
     2    64    -0.0002087     0.0003371     0.0000000     5.87570
     2    65    -0.0000000     0.0000000    -0.0001341     5.89520
     2    66     0.0000000     0.0000000     0.0441833     5.93090
     2    67     0.0000133     0.0000083    -0.0000000     5.97800
     2    68     0.0000000     0.0000000     0.0003136     5.98100
