 Note: The transition dipole moments reported below only correspond to spatial part, the spin part is not taken into account!

 Transition magnetic dipole moment between ground state (0) and excited states (a.u.)
     i     j         X             Y             Z        Diff.(eV)
     0   141     0.0000000     0.0000000     0.0000029    13.31560
     0   142     0.0000000     0.0000000     0.0003948    13.33720
     0   143     0.0008740    -0.0005279     0.0000000    13.33950
     0   144     0.0000000     0.0000000    -0.5833220    13.35240
     0   145     0.0000000     0.0000000     0.0000408    13.36800
     0   146     0.0019621     0.0028835     0.0000000    13.36960
     0   147     0.0001473     0.0001355     0.0000000    13.42570
     0   148     0.0000000     0.0000000    -0.0016577    13.43460
     0   149    -0.1097267     0.0677676     0.0000000    13.47820
     0   150     0.0000000     0.0000000     0.0005080    13.49200
     0   151     0.0000000     0.0000000    -0.0019158    13.50180
     0   152     0.0000000     0.0000000     0.0000274    13.53380
     0   153     0.0000479     0.0000847     0.0000000    13.57630
     0   154     0.0000000     0.0000000     0.0000678    13.60880
     0   155     0.0876224     0.1416847     0.0000000    13.60910
     0   156     0.0000000     0.0000000     0.0164751    13.64690
     0   157     0.0000000     0.0000000    -0.0002826    13.69070
     0   158     0.0000000     0.0000000    -2.7320598    13.69650
     0   159    -0.1907336    -0.3086134     0.0000000    13.71520
     0   160     0.0000000     0.0000000    -0.0002349    13.75180
     0   161     0.0000000     0.0000000    -0.0000842    13.76970
     0   162     0.0000000     0.0000000     0.1789122    13.79500
     0   163     0.0000000     0.0000000    -0.0002523    13.81580
     0   164     0.1462688    -0.0903689     0.0000000    13.84390
     0   165    -0.0014653     0.0009038     0.0000000    13.87310
     0   166     0.0000000     0.0000000    -0.0000626    13.88330
     0   167     0.0000000     0.0000000     0.0026386    13.88450
     0   168    -0.0002177    -0.0003697     0.0000000    13.89250
     0   169     0.0000000     0.0000000     0.0000286    13.93750
     0   170     0.0000000     0.0000000    -0.0011665    13.95890
     0   171     0.0000000     0.0000000    -0.1611027    13.97160
     0   172     0.0000000     0.0000000     0.0247103    13.97180
     0   173     0.0000000     0.0000000     0.0000598    13.98510
     0   174    -0.4200744     0.2596199     0.0000000    14.02430
     0   175     0.0000000     0.0000000     0.0000136    14.10860
     0   176     0.0000000     0.0000000     0.0010264    14.13190
     0   177    -0.0908683    -0.1470983     0.0000000    14.14740
     0   178     0.0000000     0.0000000    -0.0000003    14.22090
     0   179     0.1161407    -0.0717658     0.0000000    14.27790
     0   180    -0.0000432    -0.0000778     0.0000000    14.31690
     0   181     0.0000000     0.0000000    -0.3118717    14.32450
     0   182    -0.0005763     0.0003425     0.0000000    14.33490
     0   183     0.0000000     0.0000000    -0.0000357    14.37520
     0   184     0.0000000     0.0000000     0.0000437    14.41740
     0   185     0.1593735    -0.0984380     0.0000000    14.42720
     0   186     0.0000000     0.0000000     0.0002201    14.47700
     0   187     0.0013718     0.0022599     0.0000000    14.48530
     0   188    -0.0791846    -0.1279931     0.0000000    14.50240
     0   189     0.0000000     0.0000000    -0.9945623    14.50510
     0   190    -0.4373079     0.2702512     0.0000000    14.55850
     0   191     0.0000000     0.0000000     0.0000813    14.57370
     0   192    -0.0021152     0.0013068     0.0000000    14.61220
     0   193     0.0000000     0.0000000    -0.0000206    14.64060
     0   194     0.0000000     0.0000000     0.4321276    14.65740
     0   195     0.0010869    -0.0006892     0.0000000    14.65960
     0   196     0.0000000     0.0000000    -0.0002622    14.66750
     0   197     0.0000000     0.0000000    -0.0000731    14.67690
     0   198     0.0001103     0.0001802     0.0000000    14.68160
     0   199    -0.0007242     0.0004407     0.0000000    14.69230
     0   200     0.0000000     0.0000000     0.0000012    14.73120
 
 Transition magnetic dipole moment between excited states (a.u.):
     i     j         X             Y             Z        Diff.(eV)
     1     1     0.0000000     0.0000000     0.0000000     0.00000
     1     2     0.0000000     0.0000000    -1.4636649     0.62250
     1     3    -0.0293677     0.0181460     0.0000000     1.46640
     1     4     0.0000000     0.0000000     0.0000107     1.65780
     1     5    -0.0000218    -0.0000401     0.0000000     2.23960
     1     6     0.0000000     0.0000000     0.0000120     2.38310
     1     7    -0.1020105    -0.1651196     0.0000000     2.51370
     1     8    -0.0830954     0.0513379     0.0000000     2.63830
     1     9     0.0000000     0.0000000     0.0000374     2.93670
     1    10     0.1371089     0.2219133     0.0000000     3.04070
     1    11     0.0000000     0.0000000    -0.0000019     3.33030
     1    12    -0.0000302     0.0000158     0.0000000     3.42850
     1    13     0.0000994     0.0001723     0.0000000     3.56590
     1    14     0.1414624     0.2289597     0.0000000     3.73960
     1    15     0.0000000     0.0000000     0.9980454     3.75800
     1    16     0.0000000     0.0000000     0.0003297     3.76420
     1    17     0.0280872    -0.0173302     0.0000000     3.80540
     1    18     0.0000000     0.0000000     0.2166685     3.83440
     1    19     0.0739822     0.1197458     0.0000000     4.03220
     1    20     0.0000000     0.0000000    -0.0000011     4.19290
     1    21     0.0000000     0.0000000    -0.0000917     4.22350
     1    22     0.0000000     0.0000000     0.0000092     4.25710
     1    23    -0.0001819    -0.0002997     0.0000000     4.29870
     1    24     0.0000089    -0.0000051     0.0000000     4.34690
     1    25     0.0000000     0.0000000    -0.0000003     4.48220
     1    26     0.0000000     0.0000000    -0.0000005     4.52360
     1    27     0.0000000     0.0000000     0.0000473     4.60390
     1    28    -0.0249089     0.0154322     0.0000000     4.62880
     1    29    -0.0001991    -0.0003229     0.0000000     4.79870
     1    30     0.0000000     0.0000000     0.0061894     4.89030
     1    31    -0.1226431    -0.1984195     0.0000000     4.95770
     1    32    -0.1749052     0.1081037     0.0000000     4.99310
     1    33     0.0000000     0.0000000     0.0006061     5.03160
     1    34     0.0000000     0.0000000     0.0010082     5.08000
     1    35     0.0000336    -0.0000196     0.0000000     5.10940
     1    36     0.1219409    -0.0753264     0.0000000     5.20680
     1    37     0.0000000     0.0000000    -0.0000040     5.26080
     1    38     0.0292947     0.0474433     0.0000000     5.26540
     1    39     0.0000000     0.0000000    -0.0000006     5.33140
     1    40    -0.0000760    -0.0001200     0.0000000     5.33440
     1    41    -0.0001198    -0.0001917     0.0000000     5.46360
     1    42     0.0000000     0.0000000     0.0000008     5.49200
     1    43    -0.1507568     0.0931200     0.0000000     5.57720
     1    44     0.0000843     0.0001322     0.0000000     5.67770
     1    45     0.0000000     0.0000000     0.0238869     5.68600
     1    46     0.0000000     0.0000000     0.0000016     5.71360
     1    47     0.0000000     0.0000000    -0.0000201     5.71370
     1    48     0.0000000     0.0000000    -0.0000007     5.76770
     1    49     0.0000000     0.0000000     0.0000056     5.80270
     1    50    -0.1353280     0.0835599     0.0000000     5.86100
     1    51     0.4641113    -0.2866134     0.0000000     5.86240
     1    52     0.0058705    -0.0036237     0.0000000     5.89130
     1    53     0.0000000     0.0000000    -0.0000010     5.92720
     1    54     0.1053067     0.1705395     0.0000000     5.93900
     1    55    -0.0515447    -0.0836610     0.0000000     6.01060
     1    56     0.0002571    -0.0001579     0.0000000     6.05770
     1    57     0.0000000     0.0000000    -0.0262441     6.06560
     1    58    -0.1038238    -0.1681887     0.0000000     6.14650
     1    59     0.0000000     0.0000000    -0.0000019     6.22990
     1    60    -0.2227941    -0.3607349     0.0000000     6.23110
     1    61     0.0000000     0.0000000    -0.0000503     6.27260
     1    62     0.0000000     0.0000000    -0.0149071     6.35750
     1    63    -0.0046288    -0.0075011     0.0000000     6.44650
     1    64    -0.0002614     0.0001559     0.0000000     6.49820
     1    65     0.0000000     0.0000000    -0.0000021     6.51760
     1    66     0.0000000     0.0000000    -0.0000037     6.55340
     1    67     0.0000095     0.0000137     0.0000000     6.60050
     1    68     0.0000000     0.0000000    -0.0000018     6.60340
     1    69     0.0000000     0.0000000     0.0000012     6.69480
     1    70    -0.0000392     0.0000221     0.0000000     6.75140
     1    71     0.0000461    -0.0000287     0.0000000     6.80210
     1    72    -0.0000235    -0.0000429     0.0000000     6.82740
     1    73     0.0000000     0.0000000    -0.0111183     6.85530
     1    74     0.0000000     0.0000000     0.0124718     6.89090
     1    75     0.0000662    -0.0000379     0.0000000     6.92820
     1    76    -0.0078162    -0.0126418     0.0000000     6.93400
     1    77    -0.0018983     0.0011218     0.0000000     6.93500
     1    78     0.0000000     0.0000000     0.0000038     7.04250
     1    79     0.0000000     0.0000000     0.0001165     7.04420
     1    80     0.0000000     0.0000000     0.0000049     7.10840
     1    81     0.0000000     0.0000000     0.0000017     7.18970
     1    82     0.0000024    -0.0000016     0.0000000     7.25650
     1    83     0.0000000     0.0000000    -0.0000000     7.30830
     1    84     0.0000000     0.0000000    -0.0006237     7.32630
     1    85     0.0000520     0.0000809     0.0000000     7.32680
     1    86     0.0000000     0.0000000    -0.0214275     7.32770
     1    87    -0.0000031     0.0000026     0.0000000     7.32800
     1    88     0.0116711     0.0188888     0.0000000     7.33800
     1    89    -0.0050424     0.0031085     0.0000000     7.36690
     1    90     0.0000000     0.0000000    -0.0000072     7.45090
     1    91     0.0000000     0.0000000     0.0000103     7.50170
     1    92    -0.0000353    -0.0000713     0.0000000     7.51040
     1    93     0.0001329    -0.0000825     0.0000000     7.51070
     1    94     0.0000000     0.0000000    -0.0034091     7.57980
     1    95     0.0000000     0.0000000    -0.0000042     7.61700
     1    96    -0.0219093     0.0135304     0.0000000     7.63000
     1    97     0.0000099     0.0000131     0.0000000     7.76510
     1    98     0.0000000     0.0000000     0.0039734     7.79710
     1    99     0.0000000     0.0000000    -0.0000004     7.80050
     1   100     0.0000000     0.0000000     0.0000045     7.82030
     1   101     0.0000000     0.0000000     0.0000002     7.82500
     1   102    -0.0000104    -0.0000182     0.0000000     7.82770
     1   103     0.0000076     0.0000129     0.0000000     7.84330
     1   104     0.0003438    -0.0002106     0.0000000     7.88700
     1   105     0.0000000     0.0000000     0.0000000     7.92780
     1   106     0.0000000     0.0000000     0.0005102     8.03000
     1   107     0.0000000     0.0000000    -0.0086986     8.11150
     1   108    -0.0000401     0.0000232     0.0000000     8.13890
     1   109     0.0000000     0.0000079     0.0000000     8.13920
     1   110     0.0000000     0.0000000    -0.0000792     8.15210
     1   111     0.0000000     0.0000000     0.0000305     8.16190
     1   112     0.0000000     0.0000000     0.0000290     8.20970
     1   113     0.0005036    -0.0003073     0.0000000     8.24490
     1   114    -0.0000305     0.0000178     0.0000000     8.25750
     1   115     0.0000000     0.0000000     0.0046609     8.29870
     1   116    -0.0004794     0.0002936     0.0000000     8.36510
     1   117     0.0000000     0.0000000     0.0000065     8.37340
     1   118     0.0000000     0.0000000     0.0000001     8.38990
     1   119     0.0000000     0.0000000    -0.0000041     8.39560
     1   120     0.0180614    -0.0111519     0.0000000     8.40220
     1   121     0.0000000     0.0000000    -0.0000080     8.44850
     1   122    -0.0015778    -0.0025584     0.0000000     8.54330
     1   123     0.0000000     0.0000000     0.0000000     8.56370
     1   124    -0.0221610     0.0136945     0.0000000     8.60320
     1   125     0.0001198    -0.0000330     0.0000000     8.60330
     1   126     0.0000875     0.0001318     0.0000000     8.71320
     1   127     0.0015554     0.0025266     0.0000000     8.71430
     1   128    -0.0120184     0.0074209     0.0000000     8.79630
     1   129     0.0000000     0.0000000    -0.0000180     8.82900
     1   130     0.0000000     0.0000000    -0.0000390     8.84000
     1   131    -0.0172020    -0.0278391     0.0000000     8.88920
     1   132     0.0000000     0.0000000     0.0000014     8.91120
     1   133    -0.0001154    -0.0001687     0.0000000     8.91670
     1   134     0.0743904     0.1203374     0.0000000     9.08100
     1   135     0.2014263    -0.1244609     0.0000000     9.09810
     1   136    -0.0022226     0.0013644     0.0000000     9.11400
     1   137     0.0000000     0.0000000     0.0000033     9.15970
     1   138     0.0000000     0.0000000    -0.0000606     9.18780
     1   139    -0.0831425    -0.1346331     0.0000000     9.19020
     1   140     0.0000000     0.0000000     0.0000384     9.38370
     1   141     0.0199317     0.0322704     0.0000000     9.38750
     1   142     0.0348659    -0.0214836     0.0000000     9.40910
     1   143     0.0000000     0.0000000     0.0200075     9.41140
     1   144    -0.0002034     0.0001181     0.0000000     9.42430
     1   145    -0.0530353    -0.0859118     0.0000000     9.43990
     1   146     0.0000000     0.0000000    -0.0000008     9.44150
     1   147     0.0000000     0.0000000    -0.0000252     9.49760
     1   148     0.0192382    -0.0119046     0.0000000     9.50650
     1   149     0.0000000     0.0000000     0.0000263     9.55010
     1   150     0.0230039    -0.0142073     0.0000000     9.56390
     1   151     0.0548197    -0.0338758     0.0000000     9.57370
     1   152     0.0000451     0.0000762     0.0000000     9.60570
     1   153     0.0000000     0.0000000    -0.0000149     9.64820
     1   154     0.0286221     0.0464210     0.0000000     9.68070
     1   155     0.0000000     0.0000000     0.0000001     9.68100
     1   156     0.3596106    -0.2222011     0.0000000     9.71880
     1   157     0.0000680     0.0001182     0.0000000     9.76260
     1   158     0.0019786    -0.0012272     0.0000000     9.76840
     1   159     0.0000000     0.0000000    -0.0000002     9.78710
     1   160     0.0755291     0.1221451     0.0000000     9.82370
     1   161     0.0002594     0.0004329     0.0000000     9.84160
     1   162    -0.0000203     0.0000128     0.0000000     9.86690
     1   163     0.0004421     0.0007422     0.0000000     9.88770
     1   164     0.0000000     0.0000000    -0.0000400     9.91580
     1   165     0.0000000     0.0000000    -0.0291141     9.94500
     1   166     0.0001202     0.0001965     0.0000000     9.95520
     1   167     0.0235033    -0.0145210     0.0000000     9.95640
     1   168     0.0000000     0.0000000     0.0000033     9.96440
     1   169    -0.0398109    -0.0644106     0.0000000    10.00940
     1   170     0.0222301    -0.0137901     0.0000000    10.03080
     1   171    -0.0038391     0.0023614     0.0000000    10.04350
     1   172    -0.0242341     0.0149475     0.0000000    10.04370
     1   173     0.0086011     0.0139000     0.0000000    10.05700
     1   174     0.0000000     0.0000000     0.0000283    10.09620
     1   175    -0.0000347    -0.0000585     0.0000000    10.18050
     1   176     0.0103878    -0.0064196     0.0000000    10.20380
     1   177     0.0000000     0.0000000     0.0000001    10.21930
     1   178     0.0804501     0.1301947     0.0000000    10.29280
     1   179     0.0000000     0.0000000    -0.0000755    10.34980
     1   180     0.0000000     0.0000000    -0.0000013    10.38880
     1   181     0.0000126    -0.0000048     0.0000000    10.39640
     1   182     0.0000000     0.0000000    -0.0443832    10.40680
     1   183     0.0000305     0.0000466     0.0000000    10.44710
     1   184    -0.0013687    -0.0022025     0.0000000    10.48930
     1   185     0.0000000     0.0000000    -0.0001352    10.49910
     1   186    -0.1516406    -0.2454346     0.0000000    10.54890
     1   187     0.0000000     0.0000000     0.0000061    10.55720
     1   188     0.0000000     0.0000000    -0.0000109    10.57430
     1   189    -0.0000479    -0.0000467     0.0000000    10.57700
     1   190     0.0000000     0.0000000    -0.0010341    10.63040
     1   191     0.0007110     0.0011614     0.0000000    10.64560
     1   192     0.0000000     0.0000000     0.2075966    10.68410
     1   193    -0.0000886    -0.0001427     0.0000000    10.71250
     1   194    -0.0001367     0.0003827     0.0000000    10.72930
     1   195     0.0000000     0.0000000    -0.2937633    10.73150
     1   196     0.2030808     0.3286874     0.0000000    10.73940
     1   197    -0.0009454     0.0005660     0.0000000    10.74880
     1   198     0.0000000     0.0000000    -0.0000285    10.75350
     1   199     0.0000000     0.0000000    -0.4176591    10.76420
     1   200    -0.1011356    -0.1636820     0.0000000    10.80310
     2     2     0.0000000     0.0000000     0.0000000     0.00000
     2     3     0.0520878     0.0843059     0.0000000     0.84390
     2     4     0.0000000     0.0000000    -0.0000162     1.03530
     2     5    -0.0000974     0.0000631     0.0000000     1.61710
     2     6     0.0000000     0.0000000     0.0000112     1.76060
     2     7    -0.0838632     0.0518047     0.0000000     1.89120
     2     8     0.1089312     0.1762984     0.0000000     2.01580
     2     9     0.0000000     0.0000000     0.0000001     2.31420
     2    10     0.1344023    -0.0830335     0.0000000     2.41820
     2    11     0.0000000     0.0000000     0.0107594     2.70780
     2    12     0.0001621     0.0002653     0.0000000     2.80600
     2    13     0.0000691    -0.0000465     0.0000000     2.94340
     2    14    -0.0289837     0.0178769     0.0000000     3.11710
     2    15     0.0000000     0.0000000    -0.0000498     3.13550
     2    16     0.0000000     0.0000000     0.1573455     3.14170
     2    17     0.1546919     0.2503683     0.0000000     3.18290
     2    18     0.0000000     0.0000000    -0.0000238     3.21190
     2    19    -0.0079345     0.0048997     0.0000000     3.40970
     2    20     0.0000000     0.0000000    -0.0001741     3.57040
     2    21     0.0000000     0.0000000     0.0000005     3.60100
     2    22     0.0000000     0.0000000     0.0000469     3.63460
     2    23    -0.0003338     0.0002158     0.0000000     3.67620
     2    24    -0.0000252    -0.0000413     0.0000000     3.72440
     2    25     0.0000000     0.0000000    -0.0004769     3.85970
     2    26     0.0000000     0.0000000     0.9932525     3.90110
     2    27     0.0000000     0.0000000     0.0000042     3.98140
     2    28    -0.0754962    -0.1222819     0.0000000     4.00630
     2    29    -0.0002961     0.0001849     0.0000000     4.17620
     2    30     0.0000000     0.0000000    -0.0000005     4.26780
     2    31    -0.3537812     0.2185793     0.0000000     4.33520
     2    32    -0.0626929    -0.1015760     0.0000000     4.37060
     2    33     0.0000000     0.0000000    -0.0000000     4.40910
     2    34     0.0000000     0.0000000    -0.0000001     4.45750
     2    35    -0.0000007    -0.0000019     0.0000000     4.48690
     2    36     0.0331915     0.0536944     0.0000000     4.58430
     2    37     0.0000000     0.0000000     0.0001998     4.63830
     2    38     0.0311246    -0.0192492     0.0000000     4.64290
     2    39     0.0000000     0.0000000    -0.0195748     4.70890
     2    40     0.0000509    -0.0000294     0.0000000     4.71190
     2    41    -0.0000064     0.0000072     0.0000000     4.84110
     2    42     0.0000000     0.0000000    -0.0002608     4.86950
     2    43     0.1288951     0.2086629     0.0000000     4.95470
     2    44     0.0001657    -0.0001065     0.0000000     5.05520
     2    45     0.0000000     0.0000000     0.0000001     5.06350
     2    46     0.0000000     0.0000000     0.0009107     5.09110
     2    47     0.0000000     0.0000000    -0.0000153     5.09120
     2    48     0.0000000     0.0000000    -0.0006349     5.14520
     2    49     0.0000000     0.0000000    -0.0140341     5.18020
     2    50     0.1184785     0.1918632     0.0000000     5.23850
     2    51    -0.4061425    -0.6576292     0.0000000     5.23990
     2    52    -0.0052080    -0.0084391     0.0000000     5.26880
     2    53     0.0000000     0.0000000     0.0624216     5.30470
     2    54     0.2232134    -0.1378187     0.0000000     5.31650
     2    55    -0.1036428     0.0638242     0.0000000     5.38810
     2    56    -0.0002290    -0.0003721     0.0000000     5.43520
     2    57     0.0000000     0.0000000    -0.0000127     5.44310
     2    58    -0.2557769     0.1578973     0.0000000     5.52400
     2    59     0.0000000     0.0000000    -0.0169683     5.60740
     2    60    -0.4290649     0.2649697     0.0000000     5.60860
     2    61     0.0000000     0.0000000    -0.0000000     5.65010
     2    62     0.0000000     0.0000000    -0.0000056     5.73500
     2    63    -0.0087520     0.0054002     0.0000000     5.82400
     2    64     0.0001998     0.0003297     0.0000000     5.87570
     2    65     0.0000000     0.0000000     0.0001403     5.89510
     2    66     0.0000000     0.0000000    -0.0457630     5.93090
     2    67    -0.0000082     0.0000044     0.0000000     5.97800
     2    68     0.0000000     0.0000000    -0.0003210     5.98090
     2    69     0.0000000     0.0000000    -0.0000481     6.07230
     2    70     0.0000836     0.0001382     0.0000000     6.12890
     2    71    -0.0000221    -0.0000348     0.0000000     6.17960
     2    72    -0.0001189     0.0000726     0.0000000     6.20490
     2    73     0.0000000     0.0000000     0.0000028     6.23280
     2    74     0.0000000     0.0000000    -0.0000120     6.26840
     2    75    -0.0000863    -0.0001407     0.0000000     6.30570
     2    76    -0.0058491     0.0036433     0.0000000     6.31150
     2    77    -0.0025325    -0.0040683     0.0000000     6.31250
     2    78     0.0000000     0.0000000     0.0208585     6.42000
     2    79     0.0000000     0.0000000     0.0000047     6.42170
